match_number,year,round,round_code,tournament_stage,best_of,frames_played,player_1,player_1_nat,player_1_seed,player_1_score,player_1_pct,player_1_result,player_2,player_2_nat,player_2_seed,player_2_score,player_2_pct,player_2_result,winner,winner_nat,winner_seed,winner_score,loser,loser_nat,loser_seed,loser_score,margin,match_up
597,1998,First Round,1R,1,19,19,Quinten Hann,AUS,u,9,47.36842105,L,Mark Williams,WAL,4,10,52.63157895,W,Mark Williams,WAL,4,10,Quinten Hann,AUS,u,9,1,Mark Williams v Quinten Hann
598,1998,First Round,1R,1,19,18,Jason Ferguson,ENG,u,8,44.44444444,L,John Higgins,SCO,3,10,55.55555556,W,John Higgins,SCO,3,10,Jason Ferguson,ENG,u,8,2,Jason Ferguson v John Higgins
598,1998,First Round,1R,1,19,18,John Higgins,SCO,3,10,55.55555556,W,Jason Ferguson,ENG,u,8,44.44444444,L,John Higgins,SCO,3,10,Jason Ferguson,ENG,u,8,2,Jason Ferguson v John Higgins
599,1998,First Round,1R,1,19,18,Anthony Hamilton,ENG,14,10,55.55555556,W,Dave Harold,ENG,u,8,44.44444444,L,Anthony Hamilton,ENG,14,10,Dave Harold,ENG,u,8,2,Anthony Hamilton v Dave Harold
599,1998,First Round,1R,1,19,18,Dave Harold,ENG,u,8,44.44444444,L,Anthony Hamilton,ENG,14,10,55.55555556,W,Anthony Hamilton,ENG,14,10,Dave Harold,ENG,u,8,2,Anthony Hamilton v Dave Harold
600,1998,First Round,1R,1,19,18,Alfie Burden,ENG,u,8,44.44444444,L,Tony Drago,MLT,11,10,55.55555556,W,Tony Drago,MLT,11,10,Alfie Burden,ENG,u,8,2,Alfie Burden v Tony Drago
600,1998,First Round,1R,1,19,18,Tony Drago,MLT,11,10,55.55555556,W,Alfie Burden,ENG,u,8,44.44444444,L,Tony Drago,MLT,11,10,Alfie Burden,ENG,u,8,2,Alfie Burden v Tony Drago
601,1998,First Round,1R,1,19,14,John Parrott,ENG,6,10,71.42857143,W,Peter Lines,ENG,u,4,28.57142857,L,John Parrott,ENG,6,10,Peter Lines,ENG,u,4,6,John Parrott v Peter Lines
601,1998,First Round,1R,1,19,14,Peter Lines,ENG,u,4,28.57142857,L,John Parrott,ENG,6,10,71.42857143,W,John Parrott,ENG,6,10,Peter Lines,ENG,u,4,6,John Parrott v Peter Lines
602,1998,First Round,1R,1,19,15,Joe Swail,NIR,u,5,33.33333333,L,Ronnie O'Sullivan,ENG,7,10,66.66666667,W,Ronnie O'Sullivan,ENG,7,10,Joe Swail,NIR,u,5,5,Joe Swail v Ronnie O'Sullivan
602,1998,First Round,1R,1,19,15,Ronnie O'Sullivan,ENG,7,10,66.66666667,W,Joe Swail,NIR,u,5,33.33333333,L,Ronnie O'Sullivan,ENG,7,10,Joe Swail,NIR,u,5,5,Joe Swail v Ronnie O'Sullivan
603,1998,First Round,1R,1,19,18,Alan McManus,SCO,10,10,55.55555556,W,David Gray,ENG,u,8,44.44444444,L,Alan McManus,SCO,10,10,David Gray,ENG,u,8,2,Alan McManus v David Gray
603,1998,First Round,1R,1,19,18,David Gray,ENG,u,8,44.44444444,L,Alan McManus,SCO,10,10,55.55555556,W,Alan McManus,SCO,10,10,David Gray,ENG,u,8,2,Alan McManus v David Gray
604,1998,First Round,1R,1,19,18,Darren Morgan,WAL,15,10,55.55555556,W,Jason Prince,NIR,u,8,44.44444444,L,Darren Morgan,WAL,15,10,Jason Prince,NIR,u,8,2,Darren Morgan v Jason Prince
604,1998,First Round,1R,1,19,18,Jason Prince,NIR,u,8,44.44444444,L,Darren Morgan,WAL,15,10,55.55555556,W,Darren Morgan,WAL,15,10,Jason Prince,NIR,u,8,2,Darren Morgan v Jason Prince
605,1998,First Round,1R,1,19,14,Jimmy White,ENG,u,10,71.42857143,W,Stephen Hendry,SCO,2,4,28.57142857,L,Jimmy White,ENG,u,10,Stephen Hendry,SCO,2,4,6,Jimmy White v Stephen Hendry
605,1998,First Round,1R,1,19,14,Stephen Hendry,SCO,2,4,28.57142857,L,Jimmy White,ENG,u,10,71.42857143,W,Jimmy White,ENG,u,10,Stephen Hendry,SCO,2,4,6,Jimmy White v Stephen Hendry
606,1998,Last 16,L16,2,25,21,Ken Doherty,IRL,1,13,61.9047619,W,Stephen Lee,ENG,16,8,38.0952381,L,Ken Doherty,IRL,1,13,Stephen Lee,ENG,16,8,5,Ken Doherty v Stephen Lee
606,1998,Last 16,L16,2,25,21,Stephen Lee,ENG,16,8,38.0952381,L,Ken Doherty,IRL,1,13,61.9047619,W,Ken Doherty,IRL,1,13,Stephen Lee,ENG,16,8,5,Ken Doherty v Stephen Lee
607,1998,Last 16,L16,2,25,22,Mark King,ENG,u,9,40.90909091,L,Matthew Stevens,WAL,u,13,59.09090909,W,Matthew Stevens,WAL,u,13,Mark King,ENG,u,9,4,Mark King v Matthew Stevens
607,1998,Last 16,L16,2,25,22,Matthew Stevens,WAL,u,13,59.09090909,W,Mark King,ENG,u,9,40.90909091,L,Matthew Stevens,WAL,u,13,Mark King,ENG,u,9,4,Mark King v Matthew Stevens
608,1998,Last 16,L16,2,25,18,Fergal O'Brien,IRL,u,5,27.77777778,L,Peter Ebdon,ENG,5,13,72.22222222,W,Peter Ebdon,ENG,5,13,Fergal O'Brien,IRL,u,5,8,Fergal O'Brien v Peter Ebdon
608,1998,Last 16,L16,2,25,18,Peter Ebdon,ENG,5,13,72.22222222,W,Fergal O'Brien,IRL,u,5,27.77777778,L,Peter Ebdon,ENG,5,13,Fergal O'Brien,IRL,u,5,8,Fergal O'Brien v Peter Ebdon
609,1998,Last 16,L16,2,25,19,Mark Williams,WAL,4,13,68.42105263,W,Steve Davis,ENG,13,6,31.57894737,L,Mark Williams,WAL,4,13,Steve Davis,ENG,13,6,7,Mark Williams v Steve Davis
609,1998,Last 16,L16,2,25,19,Steve Davis,ENG,13,6,31.57894737,L,Mark Williams,WAL,4,13,68.42105263,W,Mark Williams,WAL,4,13,Steve Davis,ENG,13,6,7,Mark Williams v Steve Davis
610,1998,Last 16,L16,2,25,22,Anthony Hamilton,ENG,14,9,40.90909091,L,John Higgins,SCO,3,13,59.09090909,W,John Higgins,SCO,3,13,Anthony Hamilton,ENG,14,9,4,Anthony Hamilton v John Higgins
610,1998,Last 16,L16,2,25,22,John Higgins,SCO,3,13,59.09090909,W,Anthony Hamilton,ENG,14,9,40.90909091,L,John Higgins,SCO,3,13,Anthony Hamilton,ENG,14,9,4,Anthony Hamilton v John Higgins
611,1998,Last 16,L16,2,25,20,John Parrott,ENG,6,13,65,W,Tony Drago,MLT,11,7,35,L,John Parrott,ENG,6,13,Tony Drago,MLT,11,7,6,John Parrott v Tony Drago
611,1998,Last 16,L16,2,25,20,Tony Drago,MLT,11,7,35,L,John Parrott,ENG,6,13,65,W,John Parrott,ENG,6,13,Tony Drago,MLT,11,7,6,John Parrott v Tony Drago
612,1998,Last 16,L16,2,25,17,Alan McManus,SCO,10,4,23.52941176,L,Ronnie O'Sullivan,ENG,7,13,76.47058824,W,Ronnie O'Sullivan,ENG,7,13,Alan McManus,SCO,10,4,9,Alan McManus v Ronnie O'Sullivan
612,1998,Last 16,L16,2,25,17,Ronnie O'Sullivan,ENG,7,13,76.47058824,W,Alan McManus,SCO,10,4,23.52941176,L,Ronnie O'Sullivan,ENG,7,13,Alan McManus,SCO,10,4,9,Alan McManus v Ronnie O'Sullivan
613,1998,Last 16,L16,2,25,16,Darren Morgan,WAL,15,3,18.75,L,Jimmy White,ENG,u,13,81.25,W,Jimmy White,ENG,u,13,Darren Morgan,WAL,15,3,10,Darren Morgan v Jimmy White
613,1998,Last 16,L16,2,25,16,Jimmy White,ENG,u,13,81.25,W,Darren Morgan,WAL,15,3,18.75,L,Jimmy White,ENG,u,13,Darren Morgan,WAL,15,3,10,Darren Morgan v Jimmy White
614,1998,Quarter-Finals,QF,3,25,23,Ken Doherty,IRL,1,13,56.52173913,W,Matthew Stevens,WAL,u,10,43.47826087,L,Ken Doherty,IRL,1,13,Matthew Stevens,WAL,u,10,3,Ken Doherty v Matthew Stevens
614,1998,Quarter-Finals,QF,3,25,23,Matthew Stevens,WAL,u,10,43.47826087,L,Ken Doherty,IRL,1,13,56.52173913,W,Ken Doherty,IRL,1,13,Matthew Stevens,WAL,u,10,3,Ken Doherty v Matthew Stevens
615,1998,Quarter-Finals,QF,3,25,24,Mark Williams,WAL,4,13,54.16666667,W,Peter Ebdon,ENG,5,11,45.83333333,L,Mark Williams,WAL,4,13,Peter Ebdon,ENG,5,11,2,Mark Williams v Peter Ebdon
615,1998,Quarter-Finals,QF,3,25,24,Peter Ebdon,ENG,5,11,45.83333333,L,Mark Williams,WAL,4,13,54.16666667,W,Mark Williams,WAL,4,13,Peter Ebdon,ENG,5,11,2,Mark Williams v Peter Ebdon
616,1998,Quarter-Finals,QF,3,25,24,John Higgins,SCO,3,13,54.16666667,W,John Parrott,ENG,6,11,45.83333333,L,John Higgins,SCO,3,13,John Parrott,ENG,6,11,2,John Higgins v John Parrott
616,1998,Quarter-Finals,QF,3,25,24,John Parrott,ENG,6,11,45.83333333,L,John Higgins,SCO,3,13,54.16666667,W,John Higgins,SCO,3,13,John Parrott,ENG,6,11,2,John Higgins v John Parrott
617,1998,Quarter-Finals,QF,3,25,20,Jimmy White,ENG,u,7,35,L,Ronnie O'Sullivan,ENG,7,13,65,W,Ronnie O'Sullivan,ENG,7,13,Jimmy White,ENG,u,7,6,Jimmy White v Ronnie O'Sullivan
617,1998,Quarter-Finals,QF,3,25,20,Ronnie O'Sullivan,ENG,7,13,65,W,Jimmy White,ENG,u,7,35,L,Ronnie O'Sullivan,ENG,7,13,Jimmy White,ENG,u,7,6,Jimmy White v Ronnie O'Sullivan
618,1998,Semi-Finals,SF,4,33,31,Ken Doherty,IRL,1,17,54.83870968,W,Mark Williams,WAL,4,14,45.16129032,L,Ken Doherty,IRL,1,17,Mark Williams,WAL,4,14,3,Ken Doherty v Mark Williams
618,1998,Semi-Finals,SF,4,33,31,Mark Williams,WAL,4,14,45.16129032,L,Ken Doherty,IRL,1,17,54.83870968,W,Ken Doherty,IRL,1,17,Mark Williams,WAL,4,14,3,Ken Doherty v Mark Williams
619,1998,Semi-Finals,SF,4,33,26,John Higgins,SCO,3,17,65.38461538,W,Ronnie O'Sullivan,ENG,7,9,34.61538462,L,John Higgins,SCO,3,17,Ronnie O'Sullivan,ENG,7,9,8,John Higgins v Ronnie O'Sullivan
619,1998,Semi-Finals,SF,4,33,26,Ronnie O'Sullivan,ENG,7,9,34.61538462,L,John Higgins,SCO,3,17,65.38461538,W,John Higgins,SCO,3,17,Ronnie O'Sullivan,ENG,7,9,8,John Higgins v Ronnie O'Sullivan
620,1998,The Final,FIN,5,35,30,John Higgins,SCO,3,18,60,W,Ken Doherty,IRL,1,12,40,L,John Higgins,SCO,3,18,Ken Doherty,IRL,1,12,6,John Higgins v Ken Doherty
620,1998,The Final,FIN,5,35,30,Ken Doherty,IRL,1,12,40,L,John Higgins,SCO,3,18,60,W,John Higgins,SCO,3,18,Ken Doherty,IRL,1,12,6,John Higgins v Ken Doherty
621,1999,First Round,1R,1,19,12,Gerard Greene,NIR,u,2,16.66666667,L,John Higgins,SCO,1,10,83.33333333,W,John Higgins,SCO,1,10,Gerard Greene,NIR,u,2,8,Gerard Greene v John Higgins
621,1999,First Round,1R,1,19,12,John Higgins,SCO,1,10,83.33333333,W,Gerard Greene,NIR,u,2,16.66666667,L,John Higgins,SCO,1,10,Gerard Greene,NIR,u,2,8,Gerard Greene v John Higgins
622,1999,First Round,1R,1,19,18,Darren Morgan,WAL,u,8,44.44444444,L,Mark King,ENG,16,10,55.55555556,W,Mark King,ENG,16,10,Darren Morgan,WAL,u,8,2,Darren Morgan v Mark King
622,1999,First Round,1R,1,19,18,Mark King,ENG,16,10,55.55555556,W,Darren Morgan,WAL,u,8,44.44444444,L,Mark King,ENG,16,10,Darren Morgan,WAL,u,8,2,Darren Morgan v Mark King
623,1999,First Round,1R,1,19,17,John Lardner,SCO,u,7,41.17647059,L,Stephen Lee,ENG,9,10,58.82352941,W,Stephen Lee,ENG,9,10,John Lardner,SCO,u,7,3,John Lardner v Stephen Lee
623,1999,First Round,1R,1,19,17,Stephen Lee,ENG,9,10,58.82352941,W,John Lardner,SCO,u,7,41.17647059,L,Stephen Lee,ENG,9,10,John Lardner,SCO,u,7,3,John Lardner v Stephen Lee
624,1999,First Round,1R,1,19,17,Alan McManus,SCO,8,10,58.82352941,W,Jimmy White,ENG,u,7,41.17647059,L,Alan McManus,SCO,8,10,Jimmy White,ENG,u,7,3,Alan McManus v Jimmy White
624,1999,First Round,1R,1,19,17,Jimmy White,ENG,u,7,41.17647059,L,Alan McManus,SCO,8,10,58.82352941,W,Alan McManus,SCO,8,10,Jimmy White,ENG,u,7,3,Alan McManus v Jimmy White
625,1999,First Round,1R,1,19,14,Ian McCulloch,ENG,u,4,28.57142857,L,Mark Williams,WAL,5,10,71.42857143,W,Mark Williams,WAL,5,10,Ian McCulloch,ENG,u,4,6,Ian McCulloch v Mark Williams
625,1999,First Round,1R,1,19,14,Mark Williams,WAL,5,10,71.42857143,W,Ian McCulloch,ENG,u,4,28.57142857,L,Mark Williams,WAL,5,10,Ian McCulloch,ENG,u,4,6,Ian McCulloch v Mark Williams
626,1999,First Round,1R,1,19,16,Alain Robidoux,CAN,12,6,37.5,L,Nick Walker,ENG,u,10,62.5,W,Nick Walker,ENG,u,10,Alain Robidoux,CAN,12,6,4,Alain Robidoux v Nick Walker
626,1999,First Round,1R,1,19,16,Nick Walker,ENG,u,10,62.5,W,Alain Robidoux,CAN,12,6,37.5,L,Nick Walker,ENG,u,10,Alain Robidoux,CAN,12,6,4,Alain Robidoux v Nick Walker
627,1999,First Round,1R,1,19,16,Dominic Dale,WAL,u,6,37.5,L,Nigel Bond,ENG,13,10,62.5,W,Nigel Bond,ENG,13,10,Dominic Dale,WAL,u,6,4,Dominic Dale v Nigel Bond
627,1999,First Round,1R,1,19,16,Nigel Bond,ENG,13,10,62.5,W,Dominic Dale,WAL,u,6,37.5,L,Nigel Bond,ENG,13,10,Dominic Dale,WAL,u,6,4,Dominic Dale v Nigel Bond
628,1999,First Round,1R,1,19,13,Ken Doherty,IRL,4,10,76.92307692,W,Steve James,ENG,u,3,23.07692308,L,Ken Doherty,IRL,4,10,Steve James,ENG,u,3,7,Ken Doherty v Steve James
628,1999,First Round,1R,1,19,13,Steve James,ENG,u,3,23.07692308,L,Ken Doherty,IRL,4,10,76.92307692,W,Ken Doherty,IRL,4,10,Steve James,ENG,u,3,7,Ken Doherty v Steve James
629,1999,First Round,1R,1,19,13,Leo Fernandez,IRL,u,3,23.07692308,L,Ronnie O'Sullivan,ENG,3,10,76.92307692,W,Ronnie O'Sullivan,ENG,3,10,Leo Fernandez,IRL,u,3,7,Leo Fernandez v Ronnie O'Sullivan
629,1999,First Round,1R,1,19,13,Ronnie O'Sullivan,ENG,3,10,76.92307692,W,Leo Fernandez,IRL,u,3,23.07692308,L,Ronnie O'Sullivan,ENG,3,10,Leo Fernandez,IRL,u,3,7,Leo Fernandez v Ronnie O'Sullivan
630,1999,First Round,1R,1,19,19,Joe Perry,ENG,u,10,52.63157895,W,Steve Davis,ENG,14,9,47.36842105,L,Joe Perry,ENG,u,10,Steve Davis,ENG,14,9,1,Joe Perry v Steve Davis
630,1999,First Round,1R,1,19,19,Steve Davis,ENG,14,9,47.36842105,L,Joe Perry,ENG,u,10,52.63157895,W,Joe Perry,ENG,u,10,Steve Davis,ENG,14,9,1,Joe Perry v Steve Davis
631,1999,First Round,1R,1,19,19,Anthony Hamilton,ENG,11,9,47.36842105,L,Chris Small,SCO,u,10,52.63157895,W,Chris Small,SCO,u,10,Anthony Hamilton,ENG,11,9,1,Anthony Hamilton v Chris Small
631,1999,First Round,1R,1,19,19,Chris Small,SCO,u,10,52.63157895,W,Anthony Hamilton,ENG,11,9,47.36842105,L,Chris Small,SCO,u,10,Anthony Hamilton,ENG,11,9,1,Anthony Hamilton v Chris Small
632,1999,First Round,1R,1,19,18,John Parrott,ENG,6,10,55.55555556,W,Terry Murphy,NIR,u,8,44.44444444,L,John Parrott,ENG,6,10,Terry Murphy,NIR,u,8,2,John Parrott v Terry Murphy
632,1999,First Round,1R,1,19,18,Terry Murphy,NIR,u,8,44.44444444,L,John Parrott,ENG,6,10,55.55555556,W,John Parrott,ENG,6,10,Terry Murphy,NIR,u,8,2,John Parrott v Terry Murphy
633,1999,First Round,1R,1,19,17,Matthew Stevens,WAL,u,10,58.82352941,W,Peter Ebdon,ENG,7,7,41.17647059,L,Matthew Stevens,WAL,u,10,Peter Ebdon,ENG,7,7,3,Matthew Stevens v Peter Ebdon
633,1999,First Round,1R,1,19,17,Peter Ebdon,ENG,7,7,41.17647059,L,Matthew Stevens,WAL,u,10,58.82352941,W,Matthew Stevens,WAL,u,10,Peter Ebdon,ENG,7,7,3,Matthew Stevens v Peter Ebdon
634,1999,First Round,1R,1,19,14,Fergal O'Brien,IRL,u,4,28.57142857,L,Tony Drago,MLT,10,10,71.42857143,W,Tony Drago,MLT,10,10,Fergal O'Brien,IRL,u,4,6,Fergal O'Brien v Tony Drago
634,1999,First Round,1R,1,19,14,Tony Drago,MLT,10,10,71.42857143,W,Fergal O'Brien,IRL,u,4,28.57142857,L,Tony Drago,MLT,10,10,Fergal O'Brien,IRL,u,4,6,Fergal O'Brien v Tony Drago
635,1999,First Round,1R,1,19,18,James Wattana,THA,15,10,55.55555556,W,Marco Fu,HKG,u,8,44.44444444,L,James Wattana,THA,15,10,Marco Fu,HKG,u,8,2,James Wattana v Marco Fu
635,1999,First Round,1R,1,19,18,Marco Fu,HKG,u,8,44.44444444,L,James Wattana,THA,15,10,55.55555556,W,James Wattana,THA,15,10,Marco Fu,HKG,u,8,2,James Wattana v Marco Fu
636,1999,First Round,1R,1,19,18,Paul Hunter,ENG,u,8,44.44444444,L,Stephen Hendry,SCO,2,10,55.55555556,W,Stephen Hendry,SCO,2,10,Paul Hunter,ENG,u,8,2,Paul Hunter v Stephen Hendry
636,1999,First Round,1R,1,19,18,Stephen Hendry,SCO,2,10,55.55555556,W,Paul Hunter,ENG,u,8,44.44444444,L,Stephen Hendry,SCO,2,10,Paul Hunter,ENG,u,8,2,Paul Hunter v Stephen Hendry
637,1999,Last 16,L16,2,25,17,John Higgins,SCO,1,13,76.47058824,W,Mark King,ENG,16,4,23.52941176,L,John Higgins,SCO,1,13,Mark King,ENG,16,4,9,John Higgins v Mark King
637,1999,Last 16,L16,2,25,17,Mark King,ENG,16,4,23.52941176,L,John Higgins,SCO,1,13,76.47058824,W,John Higgins,SCO,1,13,Mark King,ENG,16,4,9,John Higgins v Mark King
638,1999,Last 16,L16,2,25,20,Alan McManus,SCO,8,7,35,L,Stephen Lee,ENG,9,13,65,W,Stephen Lee,ENG,9,13,Alan McManus,SCO,8,7,6,Alan McManus v Stephen Lee
638,1999,Last 16,L16,2,25,20,Stephen Lee,ENG,9,13,65,W,Alan McManus,SCO,8,7,35,L,Stephen Lee,ENG,9,13,Alan McManus,SCO,8,7,6,Alan McManus v Stephen Lee
639,1999,Last 16,L16,2,25,20,Mark Williams,WAL,5,13,65,W,Nick Walker,ENG,u,7,35,L,Mark Williams,WAL,5,13,Nick Walker,ENG,u,7,6,Mark Williams v Nick Walker
639,1999,Last 16,L16,2,25,20,Nick Walker,ENG,u,7,35,L,Mark Williams,WAL,5,13,65,W,Mark Williams,WAL,5,13,Nick Walker,ENG,u,7,6,Mark Williams v Nick Walker
640,1999,Last 16,L16,2,25,24,Ken Doherty,IRL,4,13,54.16666667,W,Nigel Bond,ENG,13,11,45.83333333,L,Ken Doherty,IRL,4,13,Nigel Bond,ENG,13,11,2,Ken Doherty v Nigel Bond
640,1999,Last 16,L16,2,25,24,Nigel Bond,ENG,13,11,45.83333333,L,Ken Doherty,IRL,4,13,54.16666667,W,Ken Doherty,IRL,4,13,Nigel Bond,ENG,13,11,2,Ken Doherty v Nigel Bond
641,1999,Last 16,L16,2,25,21,Joe Perry,ENG,u,8,38.0952381,L,Ronnie O'Sullivan,ENG,3,13,61.9047619,W,Ronnie O'Sullivan,ENG,3,13,Joe Perry,ENG,u,8,5,Joe Perry v Ronnie O'Sullivan
641,1999,Last 16,L16,2,25,21,Ronnie O'Sullivan,ENG,3,13,61.9047619,W,Joe Perry,ENG,u,8,38.0952381,L,Ronnie O'Sullivan,ENG,3,13,Joe Perry,ENG,u,8,5,Joe Perry v Ronnie O'Sullivan
642,1999,Last 16,L16,2,25,25,Chris Small,SCO,u,12,48,L,John Parrott,ENG,6,13,52,W,John Parrott,ENG,6,13,Chris Small,SCO,u,12,1,Chris Small v John Parrott
642,1999,Last 16,L16,2,25,25,John Parrott,ENG,6,13,52,W,Chris Small,SCO,u,12,48,L,John Parrott,ENG,6,13,Chris Small,SCO,u,12,1,Chris Small v John Parrott
643,1999,Last 16,L16,2,25,21,Matthew Stevens,WAL,u,13,61.9047619,W,Tony Drago,MLT,10,8,38.0952381,L,Matthew Stevens,WAL,u,13,Tony Drago,MLT,10,8,5,Matthew Stevens v Tony Drago
643,1999,Last 16,L16,2,25,21,Tony Drago,MLT,10,8,38.0952381,L,Matthew Stevens,WAL,u,13,61.9047619,W,Matthew Stevens,WAL,u,13,Tony Drago,MLT,10,8,5,Matthew Stevens v Tony Drago
644,1999,Last 16,L16,2,25,20,James Wattana,THA,15,7,35,L,Stephen Hendry,SCO,2,13,65,W,Stephen Hendry,SCO,2,13,James Wattana,THA,15,7,6,James Wattana v Stephen Hendry
644,1999,Last 16,L16,2,25,20,Stephen Hendry,SCO,2,13,65,W,James Wattana,THA,15,7,35,L,Stephen Hendry,SCO,2,13,James Wattana,THA,15,7,6,James Wattana v Stephen Hendry
645,1999,Quarter-Finals,QF,3,25,19,John Higgins,SCO,1,13,68.42105263,W,Stephen Lee,ENG,9,6,31.57894737,L,John Higgins,SCO,1,13,Stephen Lee,ENG,9,6,7,John Higgins v Stephen Lee
645,1999,Quarter-Finals,QF,3,25,19,Stephen Lee,ENG,9,6,31.57894737,L,John Higgins,SCO,1,13,68.42105263,W,John Higgins,SCO,1,13,Stephen Lee,ENG,9,6,7,John Higgins v Stephen Lee
646,1999,Quarter-Finals,QF,3,25,22,Ken Doherty,IRL,4,9,40.90909091,L,Mark Williams,WAL,5,13,59.09090909,W,Mark Williams,WAL,5,13,Ken Doherty,IRL,4,9,4,Ken Doherty v Mark Williams
646,1999,Quarter-Finals,QF,3,25,22,Mark Williams,WAL,5,13,59.09090909,W,Ken Doherty,IRL,4,9,40.90909091,L,Mark Williams,WAL,5,13,Ken Doherty,IRL,4,9,4,Ken Doherty v Mark Williams
647,1999,Quarter-Finals,QF,3,25,22,John Parrott,ENG,6,9,40.90909091,L,Ronnie O'Sullivan,ENG,3,13,59.09090909,W,Ronnie O'Sullivan,ENG,3,13,John Parrott,ENG,6,9,4,John Parrott v Ronnie O'Sullivan
647,1999,Quarter-Finals,QF,3,25,22,Ronnie O'Sullivan,ENG,3,13,59.09090909,W,John Parrott,ENG,6,9,40.90909091,L,Ronnie O'Sullivan,ENG,3,13,John Parrott,ENG,6,9,4,John Parrott v Ronnie O'Sullivan
648,1999,Quarter-Finals,QF,3,25,18,Matthew Stevens,WAL,u,5,27.77777778,L,Stephen Hendry,SCO,2,13,72.22222222,W,Stephen Hendry,SCO,2,13,Matthew Stevens,WAL,u,5,8,Matthew Stevens v Stephen Hendry
648,1999,Quarter-Finals,QF,3,25,18,Stephen Hendry,SCO,2,13,72.22222222,W,Matthew Stevens,WAL,u,5,27.77777778,L,Stephen Hendry,SCO,2,13,Matthew Stevens,WAL,u,5,8,Matthew Stevens v Stephen Hendry
649,1999,Semi-Finals,SF,4,33,27,John Higgins,SCO,1,10,37.03703704,L,Mark Williams,WAL,5,17,62.96296296,W,Mark Williams,WAL,5,17,John Higgins,SCO,1,10,7,John Higgins v Mark Williams
649,1999,Semi-Finals,SF,4,33,27,Mark Williams,WAL,5,17,62.96296296,W,John Higgins,SCO,1,10,37.03703704,L,Mark Williams,WAL,5,17,John Higgins,SCO,1,10,7,John Higgins v Mark Williams
650,1999,Semi-Finals,SF,4,33,30,Ronnie O'Sullivan,ENG,3,13,43.33333333,L,Stephen Hendry,SCO,2,17,56.66666667,W,Stephen Hendry,SCO,2,17,Ronnie O'Sullivan,ENG,3,13,4,Ronnie O'Sullivan v Stephen Hendry
650,1999,Semi-Finals,SF,4,33,30,Stephen Hendry,SCO,2,17,56.66666667,W,Ronnie O'Sullivan,ENG,3,13,43.33333333,L,Stephen Hendry,SCO,2,17,Ronnie O'Sullivan,ENG,3,13,4,Ronnie O'Sullivan v Stephen Hendry
651,1999,The Final,FIN,5,35,29,Mark Williams,WAL,5,11,37.93103448,L,Stephen Hendry,SCO,2,18,62.06896552,W,Stephen Hendry,SCO,2,18,Mark Williams,WAL,5,11,7,Mark Williams v Stephen Hendry
651,1999,The Final,FIN,5,35,29,Stephen Hendry,SCO,2,18,62.06896552,W,Mark Williams,WAL,5,11,37.93103448,L,Stephen Hendry,SCO,2,18,Mark Williams,WAL,5,11,7,Mark Williams v Stephen Hendry
652,2000,First Round,1R,1,19,17,Stephen Hendry,SCO,1,7,41.17647059,L,Stuart Bingham,ENG,u,10,58.82352941,W,Stuart Bingham,ENG,u,10,Stephen Hendry,SCO,1,7,3,Stephen Hendry v Stuart Bingham
652,2000,First Round,1R,1,19,17,Stuart Bingham,ENG,u,10,58.82352941,W,Stephen Hendry,SCO,1,7,41.17647059,L,Stuart Bingham,ENG,u,10,Stephen Hendry,SCO,1,7,3,Stephen Hendry v Stuart Bingham
653,2000,First Round,1R,1,19,17,Billy Snaddon,SCO,u,7,41.17647059,L,Jimmy White,ENG,16,10,58.82352941,W,Jimmy White,ENG,16,10,Billy Snaddon,SCO,u,7,3,Billy Snaddon v Jimmy White
653,2000,First Round,1R,1,19,17,Jimmy White,ENG,16,10,58.82352941,W,Billy Snaddon,SCO,u,7,41.17647059,L,Jimmy White,ENG,16,10,Billy Snaddon,SCO,u,7,3,Billy Snaddon v Jimmy White
654,2000,First Round,1R,1,19,12,Matthew Stevens,WAL,9,10,83.33333333,W,Tony Drago,MLT,u,2,16.66666667,L,Matthew Stevens,WAL,9,10,Tony Drago,MLT,u,2,8,Matthew Stevens v Tony Drago
654,2000,First Round,1R,1,19,12,Tony Drago,MLT,u,2,16.66666667,L,Matthew Stevens,WAL,9,10,83.33333333,W,Matthew Stevens,WAL,9,10,Tony Drago,MLT,u,2,8,Matthew Stevens v Tony Drago
655,2000,First Round,1R,1,19,17,Alan McManus,SCO,8,10,58.82352941,W,Nigel Bond,ENG,u,7,41.17647059,L,Alan McManus,SCO,8,10,Nigel Bond,ENG,u,7,3,Alan McManus v Nigel Bond
655,2000,First Round,1R,1,19,17,Nigel Bond,ENG,u,7,41.17647059,L,Alan McManus,SCO,8,10,58.82352941,W,Alan McManus,SCO,8,10,Nigel Bond,ENG,u,7,3,Alan McManus v Nigel Bond
656,2000,First Round,1R,1,19,19,Gary Wilkinson,ENG,u,9,47.36842105,L,John Parrott,ENG,5,10,52.63157895,W,John Parrott,ENG,5,10,Gary Wilkinson,ENG,u,9,1,Gary Wilkinson v John Parrott
656,2000,First Round,1R,1,19,19,John Parrott,ENG,5,10,52.63157895,W,Gary Wilkinson,ENG,u,9,47.36842105,L,John Parrott,ENG,5,10,Gary Wilkinson,ENG,u,9,1,Gary Wilkinson v John Parrott
657,2000,First Round,1R,1,19,16,Joe Swail,NIR,u,10,62.5,W,Paul Hunter,ENG,12,6,37.5,L,Joe Swail,NIR,u,10,Paul Hunter,ENG,12,6,4,Joe Swail v Paul Hunter
